30993
69937,69937,99083,2,2,362
99083,99083,59861,3,3,365
59861,59861,43235,2,2,367
43235,43235,33441,2,2,369
33441,33441,8768,2,2,371
8768,8768,40739,1,1,372
40739,40739,21681,2,2,374
21681,21681,75616,1,1,375
75616,75616,28481,2,2,377
28481,28481,25280,2,2,379
25280,25280,40016,1,1,380
40016,40016,27873,2,2,382
27873,27873,85927,1,1,383
85927,85927,94241,2,2,385
94241,94241,87059,3,3,388
87059,87059,91013,1,1,389
91013,91013,22702,2,2,391
22702,22702,5701,2,2,393
5701,5701,4526,2,2,395
4526,4526,65441,1,1,396
65441,65441,14830,2,2,398
14830,14830,76753,1,1,399
76753,76753,21473,2,2,401
21473,21473,35761,1,1,402
35761,35761,76672,2,2,404
76672,76672,63481,3,3,407
63481,63481,73329,1,1,408
73329,73329,43605,2,2,410
43605,43605,6435,2,2,412
6435,6435,65991,1,1,413
65991,65991,36090,2,2,415
36090,36090,58267,1,1,416
58267,58267,96075,2,2,418
96075,96075,64695,3,3,421
64695,64695,82681,1,1,422
82681,82681,55161,2,2,424
55161,55161,42751,2,2,426
42751,42751,14201,2,2,428
14201,14201,2133,2,2,430
2133,2133,97989,1,1,431
97989,97989,8414,2,2,433
8414,8414,4429,2,2,435
4429,4429,47223,1,1,436
47223,47223,34979,2,2,438
34979,34979,897,2,2,440
897,897,10309,1,1,441
10309,10309,28001,2,2,443
28001,28001,98113,3,3,446
98113,98113,20930,4,4,450
20930,20930,68281,1,1,451
68281,68281,7207,2,2,453
7207,7207,77277,1,1,454
77277,77277,80815,2,2,456
80815,80815,20751,3,3,459
20751,20751,15029,2,2,461
15029,15029,68422,1,1,462
68422,68422,72313,2,2,464
72313,72313,23707,3,3,467
23707,23707,30062,1,1,468
30062,30062,26001,2,2,470
26001,26001,60381,1,1,471
60381,60381,69861,2,2,473
69861,69861,50284,3,3,476
50284,50284,81651,1,1,477
81651,81651,92615,2,2,479
92615,92615,41871,3,3,482
41871,41871,53311,1,1,483
53311,53311,68561,2,2,485
68561,68561,23927,3,3,488
23927,23927,60717,1,1,489
60717,60717,78529,2,2,491
78529,78529,43169,3,3,494
43169,43169,66669,1,1,495
66669,66669,29927,2,2,497
29927,29927,15249,2,2,499
15249,15249,95219,1,1,500
95219,95219,23121,2,2,502
23121,23121,8301,2,2,504
8301,8301,68986,1,1,505
68986,68986,11293,2,2,507
11293,11293,68559,1,1,508
68559,68559,17241,2,2,510
17241,17241,55063,1,1,511
55063,55063,51725,2,2,513
51725,51725,16413,2,2,515
16413,16413,86851,1,1,516
86851,86851,71449,2,2,518
71449,71449,82197,1,1,519
82197,82197,12837,2,2,521
12837,12837,55465,1,1,522
55465,55465,98738,2,2,524
98738,98738,43766,3,3,527
43766,43766,22569,2,2,529
22569,22569,61385,1,1,530
61385,61385,26203,2,2,532
26203,26203,27741,1,1,533
27741,27741,88640,2,2,535
88640,88640,85368,3,3,538
85368,85368,70125,2,2,540
70125,70125,56479,2,2,542
56479,56479,33818,2,2,544
33818,33818,90427,1,1,545
90427,90427,25926,2,2,547
25926,25926,5675,2,2,549
5675,5675,60817,1,1,550
60817,60817,81634,2,2,552
81634,81634,34077,3,3,555
34077,34077,49205,1,1,556
49205,49205,33538,2,2,558
33538,33538,12114,2,2,560
12114,12114,96451,1,1,561
96451,96451,77824,2,2,563
77824,77824,60486,2,2,565
60486,60486,14466,2,2,567
14466,14466,12279,2,2,569
12279,12279,98325,1,1,570
98325,98325,25591,2,2,572
25591,25591,29076,1,1,573
29076,29076,32953,2,2,575
32953,32953,771,3,3,578
771,771,28185,1,1,579
28185,28185,7135,2,2,581
7135,7135,82161,1,1,582
82161,82161,64073,2,2,584
64073,64073,43273,2,2,586
43273,43273,55383,1,1,587
55383,55383,19751,2,2,589
19751,19751,86401,1,1,590
86401,86401,11165,2,2,592
11165,11165,84506,1,1,593
84506,84506,82441,2,2,595
82441,82441,77926,2,2,597
77926,77926,37872,2,2,599
37872,37872,95990,1,1,600
95990,95990,85026,2,2,602
85026,85026,92665,1,1,603
92665,92665,65399,2,2,605
65399,65399,68287,1,1,606
68287,68287,87209,2,2,608
87209,87209,36498,3,3,611
36498,36498,19571,2,2,613
19571,19571,1347,2,2,615
1347,1347,40343,1,1,616
40343,40343,23549,2,2,618
23549,23549,43001,1,1,619
43001,43001,19993,2,2,621
19993,19993,5026,2,2,623
5026,5026,93083,1,1,624
93083,93083,41753,2,2,626
41753,41753,89579,1,1,627
89579,89579,55825,2,2,629
55825,55825,36077,2,2,631
36077,36077,36607,1,1,632
36607,36607,86663,2,2,634
86663,86663,92431,3,3,637
92431,92431,74781,4,4,641
74781,74781,24381,2,2,643
24381,24381,24669,1,1,644
24669,24669,9731,2,2,646
9731,9731,80871,1,1,647
80871,80871,71566,2,2,649
71566,71566,46609,2,2,651
46609,46609,91334,1,1,652
91334,91334,82129,2,2,654
82129,82129,5236,2,2,656
5236,5236,9079,1,1,657
9079,9079,60125,2,2,659
60125,60125,30769,3,3,662
30769,30769,55949,1,1,663
55949,55949,3235,2,2,665
3235,3235,27717,1,1,666
27717,27717,48747,2,2,668
48747,48747,67229,3,3,671
67229,67229,8061,4,4,675
8061,8061,20231,1,1,676
20231,20231,81513,2,2,678
81513,81513,27980,3,3,681
27980,27980,23533,2,2,683
23533,23533,65513,1,1,684
65513,65513,85921,2,2,686
85921,85921,28537,3,3,689
28537,28537,18861,2,2,691
18861,18861,54506,1,1,692
54506,54506,26281,2,2,694
26281,26281,11437,2,2,696
11437,11437,1489,2,2,698
1489,1489,82105,1,1,699
82105,82105,45271,2,2,701
45271,45271,23801,2,2,703
23801,23801,97748,1,1,704
97748,97748,92021,2,2,706
92021,92021,66663,2,2,708
66663,66663,36397,2,2,710
36397,36397,53760,1,1,711
53760,53760,72477,2,2,713
72477,72477,91328,3,3,716
91328,91328,82119,4,4,720
82119,82119,50701,2,2,722
50701,50701,50263,2,2,724
50263,50263,24274,2,2,726
24274,24274,46252,1,1,727
46252,46252,41809,2,2,729
41809,41809,48794,1,1,730
48794,48794,47361,2,2,732
47361,47361,94245,1,1,733
94245,94245,9044,2,2,735
9044,9044,70701,1,1,736
70701,70701,52015,2,2,738
52015,52015,95455,1,1,739
95455,95455,83287,2,2,741
83287,83287,74149,2,2,743
74149,74149,79601,1,1,744
79601,79601,31326,2,2,746
31326,31326,18785,2,2,748
18785,18785,57947,1,1,749
57947,57947,27141,2,2,751
27141,27141,79471,1,1,752
79471,79471,83399,2,2,754
83399,83399,67693,3,3,757
67693,67693,88471,1,1,758
88471,88471,52049,2,2,760
52049,52049,65527,1,1,761
65527,65527,89528,2,2,763
89528,89528,28131,3,3,766
28131,28131,17001,2,2,768
17001,17001,77492,1,1,769
77492,77492,25366,2,2,771
25366,25366,36147,1,1,772
36147,36147,83029,2,2,774
83029,83029,17760,3,3,777
17760,17760,23576,1,1,778
23576,23576,41057,2,2,780
41057,41057,79601,3,3,783
79601,79601,75931,4,4,787
75931,75931,86160,1,1,788
86160,86160,17837,2,2,790
17837,17837,39131,1,1,791
39131,39131,55129,2,2,793
55129,55129,61841,3,3,796
61841,61841,46257,4,4,800
46257,46257,78319,1,1,801
78319,78319,28629,2,2,803
28629,28629,73415,1,1,804
73415,73415,4945,2,2,806
4945,4945,28983,1,1,807
28983,28983,2361,2,2,809
2361,2361,87164,1,1,810
87164,87164,41500,2,2,812
41500,41500,39542,2,2,814
39542,39542,83973,1,1,815
83973,83973,68901,2,2,817
68901,68901,33073,2,2,819
33073,33073,20254,2,2,821
20254,20254,20651,1,1,822
20651,20651,28073,2,2,824
28073,28073,423,3,3,827
423,423,84835,1,1,828
84835,84835,38181,2,2,830
38181,38181,32252,2,2,832
32252,32252,79245,1,1,833
79245,79245,99192,2,2,835
99192,99192,20474,3,3,838
20474,20474,45271,1,1,839
45271,45271,95122,2,2,841
95122,95122,64393,3,3,844
64393,64393,8791,2,2,846
8791,8791,45830,1,1,847
45830,45830,74275,2,2,849
74275,74275,16481,3,3,852
16481,16481,59484,1,1,853
59484,59484,56176,2,2,855
56176,56176,734,2,2,857
734,734,48213,1,1,858
48213,48213,95637,2,2,860
95637,95637,59846,3,3,863
59846,59846,32335,2,2,865
32335,32335,26293,2,2,867
26293,26293,13901,2,2,869
13901,13901,32441,1,1,870
32441,32441,62301,2,2,872
62301,62301,98305,3,3,875
98305,98305,20826,4,4,879
20826,20826,45880,1,1,880
45880,45880,75268,2,2,882
75268,75268,56501,3,3,885
56501,56501,4441,2,2,887
4441,4441,91321,1,1,888
91321,91321,14217,2,2,890
14217,14217,87937,1,1,891
87937,87937,39441,2,2,893
39441,39441,24175,2,2,895
24175,24175,23191,2,2,897
23191,23191,47169,1,1,898
47169,47169,22350,2,2,900
22350,22350,1281,2,2,902
1281,1281,69776,1,1,903
69776,69776,21081,2,2,905
21081,21081,91647,1,1,906
91647,91647,47042,2,2,908
47042,47042,29285,2,2,910
29285,29285,15935,2,2,912
15935,15935,77846,1,1,913
77846,77846,45630,2,2,915
45630,45630,25234,2,2,917
25234,25234,75375,1,1,918
75375,75375,17868,2,2,920
17868,17868,3721,2,2,922
3721,3721,29025,1,1,923
29025,29025,65631,2,2,925
65631,65631,34734,3,3,928
34734,34734,80433,1,1,929
80433,80433,44187,2,2,931
44187,44187,87581,1,1,932
87581,87581,58716,2,2,934
58716,58716,40447,2,2,936
40447,40447,84282,1,1,937
84282,84282,79457,2,2,939
79457,79457,72300,2,2,941
72300,72300,60726,2,2,943
60726,60726,29095,2,2,945
29095,29095,45749,1,1,946
45749,45749,12057,2,2,948
12057,12057,38005,1,1,949
38005,38005,47918,2,2,951
47918,47918,97307,3,3,954
97307,97307,64601,4,4,958
64601,64601,85105,1,1,959
85105,85105,9869,2,2,961
9869,9869,93608,1,1,962
93608,93608,89622,2,2,964
89622,89622,3657,2,2,966
3657,3657,59663,1,1,967
59663,59663,27297,2,2,969
27297,27297,62431,1,1,970
62431,62431,33865,2,2,972
33865,33865,34859,1,1,973
34859,34859,6063,2,2,975
6063,6063,4796,2,2,977
4796,4796,69453,1,1,978
69453,69453,67746,2,2,980
67746,67746,35489,2,2,982
35489,35489,54701,1,1,983
54701,54701,37365,2,2,985
37365,37365,97705,1,1,986
97705,97705,18838,2,2,988
18838,18838,11142,2,2,990
11142,11142,24032,1,1,991
24032,24032,98453,2,2,993
98453,98453,3249,3,3,996
3249,3249,36876,1,1,997
36876,36876,74981,2,2,999
74981,74981,1375,3,3,1002
1375,1375,628,2,2,1004
628,628,28112,1,1,1005
28112,28112,9257,2,2,1007
9257,9257,15682,1,1,1008
15682,15682,74026,2,2,1010
74026,74026,60395,3,3,1013
60395,60395,53809,2,2,1015
53809,53809,36282,2,2,1017
36282,36282,21989,2,2,1019
21989,21989,11185,2,2,1021
11185,11185,93755,1,1,1022
93755,93755,97726,2,2,1024
97726,97726,78396,3,3,1027
78396,78396,34681,2,2,1029
34681,34681,46076,1,1,1030
46076,46076,77241,2,2,1032
77241,77241,89056,3,3,1035
89056,89056,29949,4,4,1039
29949,29949,24821,2,2,1041
24821,24821,59665,1,1,1042
59665,59665,54199,2,2,1044
54199,54199,36651,2,2,1046
36651,36651,95353,1,1,1047
95353,95353,62032,2,2,1049
62032,62032,1829,2,2,1051
1829,1829,99735,1,1,1052
99735,99735,66129,2,2,1054
66129,66129,49516,2,2,1056
49516,49516,85471,1,1,1057
85471,85471,81923,2,2,1059
81923,81923,29325,2,2,1061
29325,29325,74433,1,1,1062
74433,74433,42641,2,2,1064
42641,42641,95738,1,1,1065
95738,95738,6755,2,2,1067
6755,6755,45297,1,1,1068
45297,45297,79384,2,2,1070
79384,79384,47207,3,3,1073
47207,47207,28385,2,2,1075
28385,28385,77231,1,1,1076
77231,77231,45897,2,2,1078
45897,45897,8536,2,2,1080
8536,8536,36593,1,1,1081
36593,36593,76559,2,2,1083
76559,76559,38503,3,3,1086
38503,38503,20801,2,2,1088
20801,20801,82564,1,1,1089
82564,82564,33549,2,2,1091
33549,33549,71289,1,1,1092
71289,71289,18008,2,2,1094
18008,18008,54618,1,1,1095
54618,54618,97086,2,2,1097
97086,97086,43316,3,3,1100
43316,43316,81481,1,1,1101
81481,81481,83765,2,2,1103
83765,83765,23241,3,3,1106
23241,23241,164,2,2,1108
164,164,78745,1,1,1109
78745,78745,4688,2,2,1111
4688,4688,32920,1,1,1112
32920,32920,64481,2,2,1114
64481,64481,95267,3,3,1117
95267,95267,5985,4,4,1121
5985,5985,13081,1,1,1122
13081,13081,44590,2,2,1124
44590,44590,86401,3,3,1127
86401,86401,37701,4,4,1131
37701,37701,25081,2,2,1133
25081,25081,25936,1,1,1134
25936,25936,71953,2,2,1136
71953,71953,67736,3,3,1139
67736,67736,99731,1,1,1140
99731,99731,48565,2,2,1142
48565,48565,83497,1,1,1143
83497,83497,10481,2,2,1145
10481,10481,54646,1,1,1146
54646,54646,54642,2,2,1148
54642,54642,89976,1,1,1149
89976,89976,93617,2,2,1151
93617,93617,28316,3,3,1154
28316,28316,12545,2,2,1156
12545,12545,44011,1,1,1157
44011,44011,69311,2,2,1159
69311,69311,95837,3,3,1162
95837,95837,3992,4,4,1166
3992,3992,85195,1,1,1167
85195,85195,79197,2,2,1169
79197,79197,21679,2,2,1171
21679,21679,40752,1,1,1172
40752,40752,55289,2,2,1174
55289,55289,93225,3,3,1177
93225,93225,42001,4,4,1181
42001,42001,56013,1,1,1182
56013,56013,41356,2,2,1184
41356,41356,28416,2,2,1186
28416,28416,52291,1,1,1187
52291,52291,35981,2,2,1189
35981,35981,33716,2,2,1191
33716,33716,66242,1,1,1192
66242,66242,23201,2,2,1194
23201,23201,40451,1,1,1195
40451,40451,89921,2,2,1197
89921,89921,88181,3,3,1200
88181,88181,22220,2,2,1202
22220,22220,17748,2,2,1204
17748,17748,59341,1,1,1205
59341,59341,77849,2,2,1207
77849,77849,84416,3,3,1210
84416,84416,84496,4,4,1214
84496,84496,5045,5,5,1219
5045,5045,34271,1,1,1220
34271,34271,64751,2,2,1222
64751,64751,84704,3,3,1225
84704,84704,95841,4,4,1229
95841,95841,1055,5,5,1234
1055,1055,51937,1,1,1235
51937,51937,53269,2,2,1237
53269,53269,6793,3,3,1240
6793,6793,21451,1,1,1241
21451,21451,62817,2,2,1243
62817,62817,93501,3,3,1246
93501,93501,73839,4,4,1250
73839,73839,6843,2,2,1252
6843,6843,27428,1,1,1253
27428,27428,83474,2,2,1255
83474,83474,67843,3,3,1258
67843,67843,84983,1,1,1259
84983,84983,85369,2,2,1261
85369,85369,5366,3,3,1264
5366,5366,36700,1,1,1265
36700,36700,83441,2,2,1267
83441,83441,12134,3,3,1270
12134,12134,96577,1,1,1271
96577,96577,38085,2,2,1273
38085,38085,4101,2,2,1275
4101,4101,23435,1,1,1276
23435,23435,71701,2,2,1278
71701,71701,58581,3,3,1281
58581,58581,41915,2,2,1283
41915,41915,22157,2,2,1285
22157,22157,35329,1,1,1286
35329,35329,60275,2,2,1288
60275,60275,89666,3,3,1291
89666,89666,58161,4,4,1295
58161,58161,93306,1,1,1296
93306,93306,21516,2,2,1298
21516,21516,79561,1,1,1299
79561,79561,21717,2,2,1301
21717,21717,63467,1,1,1302
63467,63467,37193,2,2,1304
37193,37193,50801,1,1,1305
50801,50801,39993,2,2,1307
39993,39993,81973,1,1,1308
81973,81973,86080,2,2,1310
86080,86080,10826,3,3,1313
10826,10826,20897,1,1,1314
20897,20897,68508,2,2,1316
68508,68508,74833,3,3,1319
74833,74833,80285,4,4,1323
80285,80285,26943,5,5,1328
26943,26943,64931,1,1,1329
64931,64931,20225,2,2,1331
20225,20225,81193,1,1,1332
81193,81193,42628,2,2,1334
42628,42628,29232,2,2,1336
29232,29232,79199,1,1,1337
79199,79199,8989,2,2,1339
8989,8989,25921,1,1,1340
25921,25921,52561,2,2,1342
52561,52561,83169,3,3,1345
83169,83169,69257,4,4,1349
69257,69257,89454,1,1,1350
89454,89454,13789,2,2,1352
13789,13789,34857,1,1,1353
34857,34857,46181,2,2,1355
46181,46181,46273,3,3,1358
46273,46273,74333,4,4,1362
74333,74333,12109,5,5,1367
12109,12109,75838,1,1,1368
75838,75838,1561,2,2,1370
1561,1561,11942,1,1,1371
11942,11942,18119,2,2,1373
18119,18119,24874,3,3,1376
24874,24874,55516,4,4,1380
55516,55516,39626,5,5,1385
39626,39626,45853,1,1,1386
45853,45853,77147,2,2,1388
77147,77147,29820,3,3,1391
29820,29820,72468,1,1,1392
72468,72468,63139,2,2,1394
63139,63139,62069,2,2,1396
62069,62069,53551,2,2,1398
53551,53551,22624,2,2,1400
22624,22624,76121,1,1,1401
76121,76121,79445,2,2,1403
79445,79445,38847,3,3,1406
38847,38847,32793,2,2,1408
32793,32793,82321,1,1,1409
82321,82321,93746,2,2,1411
93746,93746,3501,3,3,1414
3501,3501,73297,1,1,1415
73297,73297,63306,2,2,1417
63306,63306,76143,1,1,1418
76143,76143,10561,2,2,1420
10561,10561,66640,1,1,1421
66640,66640,94449,2,2,1423
94449,94449,28417,3,3,1426
28417,28417,44159,1,1,1427
44159,44159,76415,2,2,1429
76415,76415,22189,3,3,1432
22189,22189,99363,1,1,1433
99363,99363,68141,2,2,1435
68141,68141,57765,2,2,1437
57765,57765,92481,1,1,1438
92481,92481,73051,2,2,1440
73051,73051,83537,1,1,1441
83537,83537,29895,2,2,1443
29895,29895,98297,1,1,1444
98297,98297,40075,2,2,1446
40075,40075,12919,2,2,1448
12919,12919,21268,1,1,1449
21268,21268,32756,2,2,1451
32756,32756,43505,3,3,1454
43505,43505,74283,4,4,1458
74283,74283,1419,5,5,1463
1419,1419,17129,1,1,1464
17129,17129,67541,2,2,1466
67541,67541,67566,3,3,1469
67566,67566,51087,4,4,1473
51087,51087,27161,2,2,1475
27161,27161,83820,1,1,1476
83820,83820,89700,2,2,1478
89700,89700,49349,3,3,1481
49349,49349,14259,2,2,1483
14259,14259,94068,1,1,1484
94068,94068,11141,2,2,1486
11141,11141,3780,2,2,1488
3780,3780,17643,1,1,1489
17643,17643,24605,2,2,1491
24605,24605,75939,3,3,1494
75939,75939,46593,4,4,1498
46593,46593,64558,1,1,1499
64558,64558,64611,2,2,1501
64611,64611,95963,3,3,1504
95963,95963,527,4,4,1508
527,527,29193,1,1,1509
29193,29193,77597,2,2,1511
77597,77597,31481,3,3,1514
31481,31481,93801,1,1,1515
93801,93801,93577,2,2,1517
93577,93577,80061,2,2,1519
80061,80061,45812,2,2,1521
45812,45812,54851,1,1,1522
54851,54851,27851,2,2,1524
27851,27851,71721,1,1,1525
71721,71721,66521,2,2,1527
66521,66521,23949,2,2,1529
23949,23949,91761,1,1,1530
91761,91761,43796,2,2,1532
43796,43796,28466,2,2,1534
28466,28466,26594,2,2,1536
26594,26594,56162,1,1,1537
56162,56162,37037,2,2,1539
37037,37037,10000,2,2,1541
10000,10000,78999,1,1,1542
78999,78999,28381,2,2,1544
28381,28381,64176,1,1,1545
64176,64176,75392,2,2,1547
75392,75392,28685,3,3,1550
28685,28685,54001,1,1,1551
54001,54001,16609,2,2,1553
16609,16609,77436,1,1,1554
77436,77436,70527,2,2,1556
70527,70527,24082,2,2,1558
24082,24082,74315,1,1,1559
74315,74315,2465,2,2,1561
2465,2465,94929,1,1,1562
94929,94929,52455,2,2,1564
52455,52455,18883,2,2,1566
18883,18883,51581,1,1,1567
51581,51581,11757,2,2,1569
11757,11757,48423,1,1,1570
48423,48423,38651,2,2,1572
38651,38651,10251,2,2,1574
10251,10251,89044,1,1,1575
89044,89044,58601,2,2,1577
58601,58601,28817,2,2,1579
28817,28817,12257,2,2,1581
12257,12257,17401,1,1,1582
17401,17401,40898,2,2,1584
40898,40898,85790,3,3,1587
85790,85790,35745,4,4,1591
35745,35745,7840,2,2,1593
7840,7840,26801,1,1,1594
26801,26801,74279,2,2,1596
74279,74279,75693,3,3,1599
75693,75693,27798,4,4,1603
27798,27798,55633,1,1,1604
55633,55633,52361,2,2,1606
52361,52361,95132,1,1,1607
95132,95132,64861,2,2,1609
64861,64861,57398,2,2,1611
57398,57398,45273,2,2,1613
45273,45273,14519,2,2,1615
14519,14519,60074,1,1,1616
60074,60074,44001,2,2,1618
44001,44001,98369,1,1,1619
98369,98369,83569,2,2,1621
83569,83569,10969,2,2,1623
10969,10969,87781,1,1,1624
87781,87781,51406,2,2,1626
51406,51406,65613,1,1,1627
65613,65613,22193,2,2,1629
22193,22193,5708,2,2,1631
5708,5708,97466,1,1,1632
97466,97466,79225,2,2,1634
79225,79225,50585,2,2,1636
50585,50585,5841,2,2,1638
5841,5841,3651,2,2,1640
3651,3651,54691,1,1,1641
54691,54691,51809,2,2,1643
51809,51809,11855,2,2,1645
11855,11855,37499,1,1,1646
37499,37499,98101,2,2,1648
98101,98101,99476,3,3,1651
99476,99476,5577,4,4,1655
5577,5577,61201,1,1,1656
61201,61201,97801,2,2,1658
97801,97801,70921,3,3,1661
70921,70921,99227,1,1,1662
99227,99227,15478,2,2,1664
15478,15478,38817,1,1,1665
38817,38817,79137,2,2,1667
79137,79137,52449,3,3,1670
52449,52449,90576,1,1,1671
90576,90576,78217,2,2,1673
78217,78217,57665,2,2,1675
57665,57665,99491,1,1,1676
99491,99491,57421,2,2,1678
57421,57421,12013,2,2,1680
12013,12013,48753,1,1,1681
48753,48753,88641,2,2,1683
88641,88641,52511,3,3,1686
52511,52511,50795,2,2,1688
50795,50795,99335,1,1,1689
99335,99335,11823,2,2,1691
11823,11823,25586,1,1,1692
25586,25586,86287,2,2,1694
86287,86287,48495,3,3,1697
48495,48495,22423,2,2,1699
22423,22423,78274,1,1,1700
78274,78274,99951,2,2,1702
99951,99951,66847,3,3,1705
66847,66847,71888,1,1,1706
71888,71888,86289,2,2,1708
86289,86289,69535,3,3,1711
69535,69535,52687,2,2,1713
52687,52687,25261,2,2,1715
25261,25261,8717,2,2,1717
